id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"41,426",Ground Realities: Education Challenges and Community Responses,sakamalavamma,Madapur Ambadahalli Grama Panchayiti Channapatna Talooku Ramanagar Jille,Ramanagar,30,10,20,,2026-05-18,1. Information was given about enrolling children in government schools.,1. Parents were informed about enrolling their children in government schools.,120,V Help,en,"June 1, 2026, 9:47 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41426/1780287771-IMG20251129151419.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41426/1780287850-IMG20251129151409.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41426/1780287802-IMG20251129151418.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41426/1780287880-IMG20251129151344.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41426/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,avxfj5adrelb61nq4aaqmx5pva7mp1h4
"41,429",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Garakahalli Grama, Garakahalli Panchayiti, Channapatna Taalooku, Ramnagar Jille",Ramanagar,30,,30,,2026-05-19,1. Children were informed about enrolling in government schools.,1. The books were told,120,V Help,en,"June 1, 2026, 10:03 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41429/1780288758-IMG20251128165319.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41429/1780288806-IMG20251128165250.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41429/1780288844-IMG20251128165246.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41429/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,eklk3zm2cpqwlujipbepegq8wi71bc3s
"41,431",Ground Realities: Education Challenges and Community Responses,sakamalavamma,Harokoppa Garakahalli Grama Panchayiti Channapatna Talooku Ramanagar Jille,Ramanagar,35,10,20,5,2026-05-20,1. Children were informed about enrolling in government schools.,1. Parents were informed about government schools.,120,V Help,en,"June 1, 2026, 10:11 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41431/1780289306-IMG20251128163425.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41431/1780289353-IMG20251128163421_01.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41431/1780289408-IMG20251128163421_01.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41431/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,2re6x209cb1zqnd3xn6g61vf85v6e55t
"41,433",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Numnuru Graama, Garkalli Graama Panchayiti, Channapatna Taluk, Ramnagar Jille",Ramanagar,25,10,15,,2026-05-05,1. Children were given information about higher education.,1. More benefits from higher education,120,V Help,en,"June 1, 2026, 10:21 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41433/1780289811-IMG20251125164155.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41433/1780289845-IMG20251125164152.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41433/1780289878-IMG20251125164147.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41433/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,mw5hqqua3f9jiyzst15gldgusncvds1x
"41,448",Ground Realities: Education Challenges and Community Responses,Purnima,Chikka Mandya Graama,Mandya,34,2,17,15,2026-05-30,1. Parents mainly emphasized English education. | 2. Implementing digital libraries in schools | 3. Lack of clean drinking water for children in every room,1. English education should be made compulsory in all government schools. | 2. They were asked to discuss with the concerned authorities to set up digital libraries in schools. | 3. Parents were asked to talk to the loan officer to arrange for clean drinking water.,120,Shikshagraha,en,"June 1, 2026, 2:41 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306181-20260526_104600.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306210-20260526_104504.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306239-20260526_104501.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306297-20260526_104314.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306324-20260526_104249.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306377-20260526_104238.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/1780306409-20260526_104209.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41448/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,22urid0ustpnpnfythar5nvcl002qqs2
"41,449",Ground Realities: Education Challenges and Community Responses,kamakshi,"Beechanahalli, Mysuru, Karnataka",Mysore,30,15,10,5,2026-05-30,1. Lack of transportation for children | 2. Road repairs,1. The community applied to the Gram Panchayat to repair the road.,120,Wee Help,en,"June 1, 2026, 3:02 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41449/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,m9kjcrcnpq49c8o9nlpezdxwnqhpuzeu
"41,464",Transportation Challenges and Solutions in Beechanahalli,Kamakshi,"Beechanahalli, Mysuru, Karnataka",Mysore,30,,20,10,2026-05-30,1. The transportation system is hindering children's education.,1. Discussions were held with transport officials to improve the transport system.,120,VII Help,en,"June 2, 2026, 12:17 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41464/Transportation_Challenges_and_Solutions_in_Beechanahalli.pdf,bappj9iietudacocatroegoexslpk988
"41,467",Transportation Challenges and Solutions in Beechanahalli,Kamakshi,"Beechanahalli, Mysuru, Karnataka",Mysore,30,,20,10,2026-05-30,1. Lack of transportation for children,1. The villagers of the town came together and discussed with the Transport Department to arrange transportation.,120,VII Help,en,"June 2, 2026, 12:56 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41467/Transportation_Challenges_and_Solutions_in_Beechanahalli.pdf,h6xc8pljs8hxgsjlk4h1fpiclkpqb6xl
"41,471",Ground Realities: Education Challenges and Community Responses,kamakshi,"Ramenahalli, Mysuru, Karnataka",Mysore,25,5,15,5,2026-05-30,1. Lack of library system for children,1. Parents and children were made aware of the importance of libraries,120,VII Help,en,"June 2, 2026, 1:24 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41471/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,01xuagrdgcx81n8ehavbgopwysxqvpz0
"41,476",Ground Realities: Education Challenges and Community Responses,kamakshi,sunnakallu munthi mysuru jille karnataka raajya,Mysore,30,5,15,10,2026-05-30,1. Lack of library facilities and space for children,1. Children were made aware of libraries,120,vii help,en,"June 2, 2026, 2:04 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41476/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,vypnsx6cfk4t8qmm89vk655yzmjskqep
"41,479",Ground Realities: Education Challenges and Community Responses,kamakshi,"Pura Graama, Mysuru Jille, Karnataka Raajya",Mysore,35,15,15,5,2026-05-30,"1. It is a big challenge for students who are away from home to school. | 2. Road repairs are not good, making it difficult for students to get to school.",1. It was discussed that the community gram panchayat should apply to repair the road.,120,VII Help Samsthe,en,"June 2, 2026, 2:26 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41479/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,ecy1jzdyldekwq6ai4ssqp0jbomr5mdd
"41,482",Library Space and Study Room Solutions for Children,kamakshi,"Bidarahalli, Mysuru, Karnataka",Mysore,35,5,15,15,2026-06-01,1. Lack of space in libraries for children to read well | 2. Library problem,1. Building study rooms for children in homes,120,VII Help Samsthe,en,"June 2, 2026, 2:52 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41482/Library_Space_and_Study_Room_Solutions_for_Children.pdf,ify1pt2r2b3vbgg692h5zyttdy8ne5kk
"41,488",Transportation Challenges for Children,Kamakshi,"Bidarahalli Hundi, Mysuru Jille, Karnataka Raajya",Mysore,35,5,15,15,2026-06-01,1. Lack of transportation for children,1. The requests of the public and school children should be brought to the attention of the Transport Department.,120,VII Help,en,"June 2, 2026, 5:28 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41488/Transportation_Challenges_for_Children.pdf,6jc779u4tbdroe2z8y05n4vqt9mkcv1p
"41,491","Infrastructure Gaps Affecting Student Attendance in Huyamballi Hundi Graama, Mysuru Jille, Karnataka Raajya",Kamakshi,"Huyamballi Hundi Graama, Mysuru Jille, Karnataka Raajya",Mysore,35,15,15,5,2026-06-01,1. The distance from home to school is a challenge for students.,1. It was discussed that the community should apply to the Gram Panchayat for repairs on the road.,120,VII Help Samsthe,en,"June 2, 2026, 5:56 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41491/Infrastructure_Gaps_Affecting_Student_Attendance_in_Huyamballi_Hundi_Graama_Mysuru_Jille_Karnataka_Raajya.pdf,n4jpefsysv3oq9q87m4qdn14oav1ejha
"41,493",Ground Realities: Education Challenges and Community Responses,kamakshi,"Baspur Grama, Mysuru Jille, Karnataka Rajya",Mysore,25,5,15,5,2026-06-01,1. Lack of library system for children,1. Parents and children were made aware of the importance of libraries,120,VII Help Samsthe,en,"June 2, 2026, 6:25 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41493/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,am6uhj8c8vxuc1a0f245pya8t48b4nwd
"41,496",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini Emm Zii,"Dodda Maragoudanahalli Grama, Dodda Maragoudanahalli Grama Panchayiti, Mysuru Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,25,5,15,5,2026-05-10,1. The community is concerned about the school library. | 2. The community is concerned about cleanliness. | 3. The community is concerned about school enrollment.,1. Organizing a parent-child meeting | 2. Raising awareness about cleanliness | 3. Increasing school enrollment,120,VII Help Organization,en,"June 2, 2026, 7:28 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41496/1780409063-1000659462.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41496/1780409046-1000659466.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41496/1780409053-1000659465.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41496/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,c6qgrno9s91m4da2zd8pwvbvoc2e7gz3
"41,497",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini,"Maragoudanahalli Grama, Mysuru Taluk, Mysuru Jille, Karnataka Rajya",Mysore,25,,15,10,2026-05-29,"1. The community faces a road problem that affects daily life. | 2. The transportation system is inadequate, causing difficulties for residents.",1. An application was written to the Panchayat regarding road and transportation system to seek improvements.,120,VII Help Organization,en,"June 2, 2026, 7:49 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41497/1780410306-1000659500.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41497/1780410313-1000659501.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41497/1780410296-1000659507.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41497/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,tv2xp9d1gk97yzfyn5ntdwuvg1bq6lhi
"41,498",Addressing Education Challenges through Community Initiatives,Jayalakshmi Aarr Nandini Emm Zii,Madalli Graama Dodda Marganahalli Graama Panchayiti Maisur Taalooku Mysuru Jille,Mysore,25,,25,,2026-05-05,1. Library problem | 2. Child hygiene and safety,1. Establishing a library system in villages | 2. Raising awareness among parents about child hygiene and safety,120,Vii Help Organisation,en,"June 2, 2026, 7:59 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41498/1780410825-1000659498.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41498/1780410834-1000659497.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41498/1780410847-1000659484.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41498/Addressing_Education_Challenges_through_Community_Initiatives.pdf,vd7dg3epliavn90zmx43j4u2uh3ebhsw
"41,499",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Mattu Nandini Engy,"Dodda Hutty Hundi Graama, Dodda Maragoudanahalli Graama Panchayiti, Mysuru Taalooku, Mysuru Jille, Karnataka Raajya",Mysore,15,,5,10,2026-05-05,1. The community faces a challenge with library facilities in the village. | 2. Children are addicted to using their mobile phones too much. | 3. There is a cleanliness issue that needs to be addressed.,1. Writing an application to the Gram Panchayat to establish libraries in villages | 2. Creating an entertaining learning environment for children to avoid mobile phone addiction,120,VII Help Organization,en,"June 2, 2026, 8:06 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41499/1780411312-1000659506.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41499/1780411318-1000659505.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41499/1780411323-1000659506.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41499/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,dp3ww886e9u1byptcygnq5wud269v07n
"41,505",Ground Realities: Education Challenges and Community Responses,Sukanya Zii Ess,"Maregoudanadeuddy, Iggaluru Graama Panchayiti, Bengaluru Daksina Jille, Karnataka Raajya",Bengaluru,33,10,8,15,2026-05-01,"1. The community faces a challenge of not having guest teachers, but having permanent teachers.",1. Discussion was held to submit applications to the field education officers and the education department.,120,VII. Help Samsthe,en,"June 3, 2026, 9:31 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459935-IMG_20260601_124139.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459801-IMG-20260601-WA0166.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459819-IMG-20260601-WA0164.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459976-IMG_20260601_112709.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459841-IMG-20260601-WA0162.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780460020-IMG_20260601_112719_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459862-IMG_20260601_124300.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/1780459896-IMG_20260601_124251.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41505/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,i66krukk36iagq9db8cpw5lzzufmfkal
"41,506",Ground Realities: Education Challenges and Community Responses,Sukanya Zii Ess,"Santemegenalli, Koodluru Graama Panchayiti, Bengaluru Daksina Jille, Karnataka Raajya",Bengaluru,19,,7,12,2026-06-02,1. Parents enroll children in private schools | 2. No school compound,1. It was discussed that parents should be made aware of the facilities available for studying in government schools and to apply to the Gram Panchayat.,120,VII. Help Samsthe,en,"June 3, 2026, 9:45 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41506/1780460526-IMG_20260602_122858.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41506/1780460649-IMG_20260602_123052_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41506/1780460568-IMG_20260602_123011_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41506/1780460605-IMG_20260602_123016_1.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41506/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,krsksg904z09aslq00c23wgzbo1x76sf
"41,507",Ground Realities: Education Challenges and Community Responses,Sukanya Zii Ess,"Sogala, Sogala Grama Panchayiti, Bengaluru Dakshina Jille, Karnataka Rajya",Bengaluru,25,5,5,15,2026-06-02,1. The school faces a challenge of not having proper toilets. | 2. There are too many guest teachers. | 3. There is a need for permanent teachers.,1. Submit the application to the field education officers and the gram panchayat.,120,VII. Help Samsthe,en,"June 3, 2026, 9:55 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461081-IMG_20260602_095058.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461122-IMG_20260602_095059_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461169-IMG_20260602_095109_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461206-IMG_20260602_095123_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461245-IMG_20260602_095127_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461285-IMG_20260602_095135_1.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/1780461322-IMG_20260602_095213_1.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41507/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,9719gzuzgbduhazgtrz8nqpmqeaunu2u
"41,554",Ground Realities: Education Challenges and Community Responses,Purnima,"Pa Nakanahalli Grama, Mandya Jille, Karnataka Rajya",Mandya,48,3,25,20,2026-05-26,1. Lack of clean drinking water for children in every room | 2. Lack of cleanliness of the toilet | 3. Not educating children properly,1. The headmaster was told to make a clean water system in every room | 2. Keeping the toilet clean | 3. Children were told to teach on time,120,Shikshagraha,en,"June 3, 2026, 8:43 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500527-20260525_180703.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500409-20260525_180921.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500433-20260525_180920.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500565-20260525_180627.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500457-20260525_180919.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500598-20260525_180657.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500481-20260525_180911.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500503-20260525_180752.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/1780500634-20260525_180607.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41554/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,0c8fgvuacujhbmz57s2972wpla76zki3
"41,556",Ground Realities: Education Challenges and Community Responses,ashamani hn,"Haluwadi, Mandya, Karnataka",Mandya,18,,17,1,2026-06-03,"1. About education | 2. Lack of water facility in children's rooms | 3. Lack of proper cleanliness in the toilet | 4. When it rains, the room floods while the children are studying under the shed.",1. Some parents were informed about the school regarding education. | 2. STMC was informed regarding the children. | 3. They were asked to apply to the Gram Panchayat to correct some errors.,120,Siksha Graha,en,"June 3, 2026, 10:03 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/1780505246-1000352269.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/1780505343-1000352269.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/1780505264-1000352301.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/1780505286-1000352266.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/1780505305-1000352265.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41556/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,r4vcl3arrw6gyafrlq7rz6a0kf8f5zh4
"41,558",Ground Realities: Education Challenges and Community Responses,kamakshi,"Keey Zii Halli, Hoddy Graama, Naganahalli block, Mysuru district, Karnataka state",Mysore,35,15,15,5,2026-06-03,1. Children are deprived of basic amenities | 2. Lack of awareness about cleanliness,1. Educating children on the importance of cleanliness and their health and well-being,120,VII Help,en,"June 3, 2026, 10:43 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41558/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,s392iwxbvxet05dba7lutkoexyd3upl2
"41,562",Ground Realities: Education Challenges and Community Responses,Raadha Ess,Ambarahalli Madarahalli GP Maddur Mandya District Karnataka,Mandya,85,,,,2026-06-04,1. Toilet problem | 2. Teacher shortage | 3. Lack of documentation | 4. Lack of transportation facilities,1. A team of five people was formed and the Panchayat Development Officer was therefore | 2. It was decided to conduct a door-to-door enrollment campaign.,120,V Help,en,"June 4, 2026, 12:30 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41562/1780557210-IMG20260604115806.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41562/1780557227-IMG20260604113031.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41562/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,mq5tbkq6uvu13swliwgp1pak9h0eaxzn
"41,563",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,"Dodda Hutty Hundi Graama, Dodda Marganahalli Graama Panchayiti, Mysuru Taalooka, Jille, Karnataka Raajya",Mysore,20,,20,,2026-05-05,"1. The village lacks a library, which hinders children's access to educational resources. | 2. The transportation system is inadequate, making it difficult for children to commute to school.","1. The creation of a library in the village to provide children with access to educational resources. | 2. Writing an application to the Gram Panchayat to improve the transportation system, making it easier for children to commute to school.",120,Wee Help Organisation,en,"June 4, 2026, 2:03 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41563/1780562302-1000659486.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41563/1780562321-1000659486.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41563/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,m1w3c81y1d8irpseeslih2nu6ogbehcd
"41,564",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,Madalli Graama Maisur Taalooku Mysuru Jille,Mysore,20,,20,,2026-05-05,1. The problem of cleanliness is causing school enrollment to decline.,1. Conducting door-to-door visits to increase school enrollment and conducting awareness programs on cleanliness,120,VII Help Organization,en,"June 4, 2026, 2:10 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41564/1780562639-1000659446.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41564/1780562651-1000659498.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41564/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,ul5mmqbmxyrqgar0i6s4ptu41qzhr9kt
"41,565",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Engy,Basalli Hundi Graama Someshwarpur Graama Panchayiti Mysuru Taalooku Mysuru Jille,Mysore,25,,20,5,2026-05-05,1. School enrollment problem | 2. Cleanliness problem,1. Increasing school enrollment by visiting parents at home | 2. Organizing awareness programs to create awareness about cleanliness,120,VII Help Organization,en,"June 4, 2026, 2:16 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41565/1780563126-1000659422.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41565/1780563174-1000655592.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41565/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,dpxle35z7pq2oqqtdwsd4cndarydgwkd
"41,566",Ground Realities: Education Challenges and Community Responses,Jayalakshmi Aarr Nandini Emm Zii,"Manikya Pura Graama, Maisur Taalooku, Mysuru Jille, Maisur",Mysore,20,,20,,2026-05-05,1. Transportation system issues affect children's ability to attend school regularly. | 2. School enrollment problems hinder access to education for many children. | 3. Effective education system problems impact the quality of learning for those enrolled.,1. Improving the transportation system to ensure reliable and safe access to schools. | 2. Making learning fun and engaging to improve student motivation and enrollment. | 3. Implementing an effective education system to enhance the quality of learning.,120,Vii Help Organization,en,"June 4, 2026, 2:41 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41566/1780564481-1000659506.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41566/1780564490-1000659505.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41566/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,q5q5htsw5v5fok4mannoa8lixlvd3w5b
"41,567",Addressing Education Challenges through Community Solutions,Jayalakshmi Aarr Nandini Engy,"Manikya Pura Graama, Marganahalli Graama Panchayiti, Maisur Taalooku, Mysuru Jille",Mysore,25,,25,,2026-05-15,"1. The community faces challenges related to library problems, which affect children's access to educational resources. | 2. The community also faces challenges related to transportation problems, which affect children's ability to attend school.",1. Establishing libraries for children in schools to improve access to educational resources.,120,VII Help Organization,en,"June 4, 2026, 2:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41567/1780565015-1000659503.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41567/1780565023-1000659506.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41567/1780565033-1000659503.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41567/Addressing_Education_Challenges_through_Community_Solutions.pdf,kztuzws1ktdqgozhpksxwftlt9bc7wsb
"41,569",Library Challenges and Solutions in Rural Schools,Jayalakshmi Aarr Nandini Engy,"Gungal, Chatra, Mysuru",Mysore,25,,25,,2026-05-20,1. Library problem at school,1. Making libraries better at school,120,VII Help Organization,en,"June 4, 2026, 2:54 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41569/1780565280-1000659323.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41569/1780565292-1000659323.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41569/Library_Challenges_and_Solutions_in_Rural_Schools.pdf,54ytilkqlt0uys5pzaryfl2jd6cvr1rx
"41,570",Ground Realities: Education Challenges and Community Responses,purnima,"Konanahalli, Mandya, Karnataka",Mandya,15,,15,,2026-06-01,1. There is no transportation system for children to attend school. | 2. The water system in the Anganwadi is not good and there is no motor repair. | 3. Anganwadi does not have a compound system.,1. It was discussed to write a letter to the concerned depot manager to make transportation arrangements. | 2. Talked to the Panchayat Development Officer to get the motor repaired at the Anganwadi and discussed the matter. | 3. The elected candidates were asked to discuss the arrangements for the Anganwadi compound and inform the concerned persons.,120,Shikshagraha,en,"June 4, 2026, 3:23 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567445-20260601_121631.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567488-20260601_121628.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567504-20260601_121619.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567522-20260601_121618.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567539-20260601_121613.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567559-20260601_121442PMByGPSMapCamera.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567587-20260601_121434PMByGPSMapCamera.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567637-20260601_121423PMByGPSMapCamera.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/1780567674-20260601_120431.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/41570/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,utuucyn96usjiuoz5v0thg6qxukpg6bw
"41,571",Ground Realities: Education Challenges and Community Responses,Niveditha,"Bangalore, Karnataka",Bengaluru,40,30,10,,2026-06-04,1. There is no proper drinking water in schools | 2. There is not enough transportation to take the kids to school,"1. The community, specifically the women, got together and wrote a letter to the local panchayat to provide access to proper drinking water in schools | 2. The community, specifically the women, also wrote a letter to the panchayat to provide a bus service from their village to the school",120,Shikshalokam,en,"June 4, 2026, 2:51 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/41571/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,guoiq9gs0kwtadmxpno4zf8ony81e4um
