id,state,district,Date of Discussion
"11,884",bihar,kaimur,2025-09-19
"11,914",bihar,patna,2025-09-26
"11,927",bihar,gaya,2025-09-26
"11,928",bihar,gaya,2025-09-21
"11,937",bihar,gaya,2025-09-23
"11,953",bihar,west champaran,2025-09-23
"11,957",bihar,muzaffarpur,2025-09-23
"11,960",bihar,sitamarhi,2025-09-23
"11,963",bihar,kaimur,2025-09-24
"11,968",bihar,vaishali,2025-09-26
"11,980",bihar,muzaffarpur,2025-09-23
"11,999",bihar,muzaffarpur,2025-09-25
"12,001",bihar,west champaran,2025-09-20
"12,006",bihar,gaya,2025-09-25
"12,007",bihar,kaimur,2025-09-19
"12,008",bihar,east champaran,2025-09-21
"12,025",bihar,sitamarhi,2025-09-24
"12,030",bihar,gaya,2025-09-25
"12,039",bihar,sitamarhi,2025-09-25
"12,049",bihar,kaimur,2025-09-16
"12,067",bihar,muzaffarpur,2025-09-26
"12,070",bihar,kaimur,2025-09-17
"12,091",bihar,muzaffarpur,2025-09-25
"12,098",bihar,sitamarhi,2025-09-26
"12,100",bihar,sitamarhi,2025-09-26
"12,134",bihar,kaimur,2025-09-16
"12,138",bihar,rohtas,2025-09-21
"12,173",bihar,rohtas,2025-09-24
"12,174",bihar,kaimur,2025-09-25
"12,177",bihar,muzaffarpur,2025-09-25
"12,187",bihar,sitamarhi,2025-09-25
"12,195",bihar,east champaran,2025-09-19
"12,209",bihar,rohtas,2025-09-25
"12,238",bihar,east champaran,2025-09-21
"12,244",bihar,vaishali,2020-09-26
"12,254",bihar,west champaran,2025-09-17
"12,262",bihar,muzaffarpur,2025-09-25
"12,269",bihar,west champaran,2025-09-26
"12,272",bihar,west champaran,2025-09-23
"12,300",bihar,west champaran,2025-09-21
"12,320",bihar,rohtas,2025-09-18
"12,334",bihar,muzaffarpur,2025-09-26
"12,339",bihar,rohtas,2025-09-24
"12,344",bihar,kaimur,2025-09-20
"12,356",bihar,west champaran,2025-09-19
"12,358",bihar,sitamarhi,2025-09-22
"12,360",bihar,muzaffarpur,2025-09-26
"12,364",bihar,kaimur,2025-09-21
"12,370",bihar,kaimur,2025-09-23
"12,375",bihar,muzaffarpur,2025-09-26
"12,378",bihar,west champaran,2025-09-22
"12,390",bihar,kaimur,2025-09-22
"12,395",bihar,kaimur,2025-09-20
"12,398",bihar,kaimur,2025-09-24
"12,403",bihar,kaimur,2025-09-17
"12,432",bihar,kaimur,2025-09-25
"12,434",bihar,west champaran,2025-09-25
"12,449",bihar,kaimur,2025-09-26
"12,467",bihar,west champaran,2025-09-26
"12,472",bihar,gaya,2025-09-26
"12,487",bihar,rohtas,2025-04-22
"12,490",bihar,kaimur,2025-09-16
"12,491",bihar,sheohar,2025-09-18
"12,494",bihar,muzaffarpur,2025-09-25
"12,498",bihar,west champaran,2025-09-23
"12,499",bihar,kaimur,2025-09-25
"12,501",bihar,rohtas,2025-09-22
"12,517",bihar,gaya,2025-09-21
"12,521",bihar,gaya,2025-09-22
"12,553",bihar,muzaffarpur,2025-09-26
"12,561",bihar,muzaffarpur,2025-09-22
"12,572",bihar,sheohar,2025-09-26
"12,588",bihar,sitamarhi,2025-09-24
"12,594",bihar,muzaffarpur,2025-09-27
"12,596",bihar,sitamarhi,2025-09-24
"12,601",bihar,muzaffarpur,2025-09-27
"12,603",bihar,muzaffarpur,2025-09-27
"12,623",bihar,gaya,2025-09-23
"12,648",bihar,gaya,2025-09-22
"12,657",bihar,kaimur,2025-09-18
"12,661",bihar,muzaffarpur,2025-09-25
"12,673",bihar,kaimur,2025-09-21
"12,676",bihar,gaya,2025-09-26
"12,691",bihar,kaimur,2025-09-22
"12,694",bihar,muzaffarpur,2025-09-27
"12,720",bihar,kaimur,2025-09-23
"12,721",bihar,gaya,2025-09-18
"12,727",bihar,rohtas,2025-09-22
"12,735",bihar,muzaffarpur,2025-09-26
"12,760",bihar,kaimur,2025-09-23
"12,770",bihar,rohtas,2025-09-17
"12,772",bihar,sheohar,2025-09-25
"12,788",bihar,sitamarhi,2025-09-23
"12,808",bihar,vaishali,2025-09-16
"12,814",bihar,gaya,2025-09-27
"12,815",bihar,vaishali,2025-09-27
"12,816",bihar,vaishali,2025-09-27
"12,838",bihar,muzaffarpur,2025-09-20
"12,839",bihar,gaya,2025-09-26
"12,842",bihar,muzaffarpur,2025-09-27
"12,854",bihar,gaya,2025-09-26
"12,863",bihar,gaya,2025-09-26
"12,869",bihar,vaishali,2025-09-27
"12,873",bihar,gaya,2025-09-26
"12,877",bihar,siwan,2025-09-18
"12,886",bihar,kaimur,2025-09-09
"12,891",bihar,muzaffarpur,2025-09-27
"12,897",bihar,west champaran,2025-09-27
"12,900",bihar,east champaran,2025-09-19
"12,924",bihar,west champaran,2025-09-22
"12,942",bihar,muzaffarpur,2025-09-23
"12,948",bihar,rohtas,2025-09-18
"12,962",bihar,kaimur,2025-09-23
"12,971",bihar,rohtas,2025-09-17
"12,982",bihar,gaya,2025-09-27
"12,989",bihar,gaya,2025-09-18
"12,991",bihar,kaimur,2025-09-17
"13,001",bihar,kaimur,2025-09-20
"13,005",bihar,muzaffarpur,2025-09-21
"13,025",bihar,rohtas,2025-09-19
"13,026",bihar,muzaffarpur,2025-09-22
"13,033",bihar,rohtas,2025-09-17
"13,035",bihar,west champaran,2025-09-19
"13,048",bihar,rohtas,2025-09-21
"13,067",bihar,muzaffarpur,2025-09-23
"13,072",bihar,gaya,2025-09-24
"13,073",bihar,gaya,2025-09-25
"13,081",bihar,sheohar,2025-09-22
"13,083",bihar,kaimur,2025-09-09
"13,084",bihar,kaimur,2025-09-09
"13,092",bihar,sheohar,2025-09-17
"13,100",bihar,sheohar,2025-09-19
"13,102",bihar,east champaran,2025-09-12
"13,119",bihar,gaya,2025-09-19
"13,137",bihar,gaya,2025-09-22
"13,138",bihar,gaya,2025-09-18
"13,146",bihar,muzaffarpur,2025-09-28
"13,151",bihar,west champaran,2025-09-27
"13,168",bihar,gaya,2025-09-23
"13,169",bihar,muzaffarpur,2025-09-28
"13,173",bihar,gaya,2025-09-16
"13,179",bihar,gaya,2025-09-26
"13,198",bihar,muzaffarpur,2025-09-24
"13,205",bihar,muzaffarpur,2025-09-24
"13,207",bihar,rohtas,2025-09-24
"13,211",bihar,kaimur,2025-09-16
"13,225",bihar,kaimur,2025-09-17
"13,263",bihar,gaya,2025-09-24
"13,267",bihar,rohtas,2025-09-17
"13,270",bihar,rohtas,2025-09-23
"13,278",bihar,siwan,2025-09-24
"13,312",bihar,rohtas,2025-09-23
"13,324",bihar,muzaffarpur,2025-09-28
"13,328",bihar,muzaffarpur,2025-09-28
"13,329",bihar,gaya,2025-09-25
"13,338",bihar,muzaffarpur,2025-09-28
"13,351",bihar,gaya,2025-09-28
"13,353",bihar,muzaffarpur,2025-09-28
"13,355",bihar,rohtas,2025-09-21
"13,356",bihar,rohtas,2025-09-20
"13,360",bihar,rohtas,2025-09-18
"13,364",bihar,vaishali,2025-09-28
"13,367",bihar,rohtas,2025-09-25
"13,368",bihar,kaimur,2025-09-18
"13,384",bihar,rohtas,2025-09-21
"13,386",bihar,west champaran,2025-09-17
"13,391",bihar,rohtas,2025-09-19
"13,393",bihar,muzaffarpur,2025-09-26
"13,405",bihar,gaya,2025-09-25
"13,420",bihar,rohtas,2025-09-23
"13,434",bihar,rohtas,2025-09-24
"13,454",bihar,muzaffarpur,2025-09-28
"13,456",bihar,muzaffarpur,2025-09-25
"13,477",bihar,muzaffarpur,2025-09-24
"13,493",bihar,muzaffarpur,2025-09-28
"13,503",bihar,rohtas,2025-09-25
"13,519",bihar,gaya,2025-09-28
"13,530",bihar,gaya,2025-09-28
"13,540",bihar,muzaffarpur,2025-09-28
"13,542",bihar,gaya,2025-09-28
"13,579",bihar,gaya,2025-09-27
"13,590",bihar,muzaffarpur,2025-09-28
"13,593",bihar,muzaffarpur,2025-09-28
"13,594",bihar,muzaffarpur,2025-09-26
"13,602",bihar,muzaffarpur,2025-09-25
"13,611",bihar,east champaran,2025-09-19
"13,621",bihar,gaya,2025-09-17
"13,629",bihar,muzaffarpur,2025-09-28
"13,635",bihar,gaya,2025-09-27
"13,659",bihar,gaya,2025-09-22
"13,664",bihar,muzaffarpur,2025-09-24
"13,665",bihar,muzaffarpur,2025-09-28
"13,667",bihar,vaishali,2025-09-27
"13,674",bihar,gaya,2025-09-28
"13,679",bihar,gaya,2025-09-28
"13,681",bihar,muzaffarpur,2025-09-22
"13,691",bihar,muzaffarpur,2025-09-22
"13,704",bihar,muzaffarpur,2025-09-25
"13,708",bihar,muzaffarpur,2025-09-23
"13,712",bihar,rohtas,2025-09-21
"13,723",bihar,muzaffarpur,2025-09-22
"13,738",bihar,muzaffarpur,2025-09-28
"13,757",bihar,sitamarhi,2025-09-17
"13,758",bihar,muzaffarpur,2025-09-16
"13,770",bihar,gaya,2025-09-28
"13,789",bihar,kaimur,2025-09-25
"13,803",bihar,kaimur,2025-09-24
"13,810",bihar,muzaffarpur,2025-09-28
"13,811",bihar,kaimur,2025-09-23
"13,830",bihar,vaishali,2025-09-27
"13,841",bihar,muzaffarpur,2025-09-16
"13,844",bihar,vaishali,2025-09-28
"13,845",bihar,vaishali,2025-09-28
"13,860",bihar,rohtas,2025-09-23
"13,869",bihar,kaimur,2025-09-18
"13,874",bihar,kaimur,2025-09-25
"16,252",bihar,sitamarhi,2025-11-29
"16,296",bihar,sitamarhi,2025-11-30
"16,308",bihar,sitamarhi,2025-11-30
"16,384",bihar,rohtas,2025-12-02
"16,394",bihar,gaya,2025-12-02
"16,395",bihar,rohtas,2025-12-02
"16,396",bihar,rohtas,2025-12-02
"16,516",bihar,muzaffarpur,2025-12-05
"16,519",bihar,gaya,2025-12-06
"16,540",bihar,gaya,2025-12-02
"16,546",bihar,sitamarhi,2025-11-16
"16,626",bihar,gaya,2025-12-10
"16,629",bihar,gaya,2025-12-10
"16,638",bihar,vaishali,2025-05-01
"16,653",bihar,gaya,2025-12-01
"16,655",bihar,rohtas,2025-12-11
"16,658",bihar,rohtas,2025-12-11
"16,662",bihar,rohtas,2025-12-11
"16,665",bihar,kaimur,2025-07-16
"16,685",bihar,muzaffarpur,2025-12-12
"16,690",bihar,west champaran,2025-12-12
"16,691",bihar,muzaffarpur,2025-12-12
"16,693",bihar,rohtas,2025-12-12
"16,707",bihar,muzaffarpur,2025-12-13
"16,716",bihar,muzaffarpur,2025-12-13
"16,720",bihar,rohtas,2025-12-13
"16,724",bihar,rohtas,2025-03-17
"16,756",bihar,gaya,2025-12-13
"16,774",bihar,kaimur,2025-12-12
"16,780",bihar,muzaffarpur,2025-12-14
"16,786",bihar,muzaffarpur,2025-12-15
"16,804",bihar,muzaffarpur,2025-12-15
"16,823",bihar,muzaffarpur,2025-12-15
"16,836",bihar,rohtas,2025-12-15
"16,851",bihar,gaya,2025-12-16
"16,857",bihar,gaya,2025-12-16
"16,869",bihar,rohtas,2025-12-16
"16,894",bihar,rohtas,2025-12-17
"16,900",bihar,kaimur,2025-12-17
"16,904",bihar,muzaffarpur,2025-12-17
"16,909",bihar,rohtas,2025-12-17
"16,915",bihar,west champaran,2025-12-17
"16,930",bihar,muzaffarpur,2025-12-17
"16,931",bihar,kaimur,2025-12-17
"16,939",bihar,patna,2025-12-17
"16,949",bihar,sitamarhi,2025-12-17
"16,956",bihar,muzaffarpur,2025-12-17
"16,979",bihar,gaya,2025-12-17
"16,980",bihar,kaimur,2025-12-17
"16,983",bihar,sitamarhi,2025-12-17
"17,011",bihar,gaya,2025-12-17
"17,032",bihar,rohtas,2025-12-17
"17,041",bihar,rohtas,2025-03-17
"17,046",bihar,rohtas,2025-12-17
"17,056",bihar,rohtas,2025-12-17
"17,068",bihar,sitamarhi,2025-12-17
"17,074",bihar,gaya,2025-12-17
"17,084",bihar,gaya,2025-12-17
"17,090",bihar,rohtas,2025-12-17
"17,094",bihar,sitamarhi,2025-12-17
"17,096",bihar,rohtas,2025-12-17
"17,118",bihar,west champaran,2025-12-17
"17,123",bihar,gaya,2025-12-17
"17,124",bihar,rohtas,2025-12-17
"17,134",bihar,muzaffarpur,2025-12-17
"17,142",bihar,east champaran,2025-12-17
"17,147",bihar,sitamarhi,2025-12-17
"17,149",bihar,rohtas,2025-03-17
"17,150",bihar,sitamarhi,2025-12-17
"17,157",bihar,muzaffarpur,2025-12-17
"17,161",bihar,rohtas,2025-12-17
"17,176",bihar,sitamarhi,2025-12-17
"17,190",bihar,gaya,2025-12-17
"17,191",bihar,muzaffarpur,2025-12-17
"17,196",bihar,rohtas,2025-12-17
"17,198",bihar,gaya,2025-12-17
"17,201",bihar,gaya,2025-12-17
"17,205",bihar,muzaffarpur,2025-12-17
"17,220",bihar,gaya,2025-12-17
"17,231",bihar,gaya,2025-12-17
"17,257",bihar,west champaran,2025-12-17
"17,262",bihar,muzaffarpur,2025-12-17
"17,275",bihar,gaya,2025-12-17
"17,298",bihar,gaya,2025-12-17
"17,302",bihar,sitamarhi,2025-12-17
"17,308",bihar,west champaran,2025-03-17
"17,328",bihar,muzaffarpur,2025-11-17
"17,335",bihar,west champaran,2025-12-17
"17,338",bihar,gaya,2025-12-17
"17,349",bihar,vaishali,2025-12-17
"17,352",bihar,rohtas,2025-12-17
"17,359",bihar,gaya,2025-12-17
"17,374",bihar,rohtas,2025-12-17
"17,417",bihar,kaimur,2025-12-17
"17,427",bihar,west champaran,2025-12-12
"17,447",bihar,gaya,2025-12-17
"17,458",bihar,rohtas,2025-12-17
"17,476",bihar,gaya,2025-12-17
"17,494",bihar,muzaffarpur,2025-12-17
"17,495",bihar,gaya,2025-12-17
"17,506",bihar,rohtas,2025-12-17
"17,508",bihar,rohtas,2025-12-17
"17,515",bihar,muzaffarpur,2025-12-17
"17,545",bihar,west champaran,2025-12-17
"17,578",bihar,gaya,2025-12-17
"17,589",bihar,kaimur,2025-12-17
"17,595",bihar,gaya,2025-12-17
"17,603",bihar,gaya,2025-12-17
"17,611",bihar,kaimur,2025-12-17
"17,638",bihar,vaishali,2025-12-17
"17,650",bihar,muzaffarpur,2025-12-18
"17,653",bihar,rohtas,2025-12-17
"17,658",bihar,rohtas,2025-12-18
"17,665",bihar,gaya,2025-12-17
"17,668",bihar,gaya,2025-12-17
"17,681",bihar,gaya,2025-12-18
"17,694",bihar,gaya,2025-12-18
"17,701",bihar,rohtas,2025-12-18
"17,702",bihar,muzaffarpur,2025-12-18
"17,714",bihar,muzaffarpur,2025-12-18
"17,725",bihar,west champaran,2025-12-18
"17,732",bihar,gaya,2025-12-17
"17,738",bihar,kaimur,2025-12-18
"17,742",bihar,west champaran,2025-12-18
"17,764",bihar,sitamarhi,2025-12-18
"17,770",bihar,sitamarhi,2025-12-18
"17,771",bihar,rohtas,2025-12-18
"17,781",bihar,gaya,2025-12-18
"17,791",bihar,rohtas,2025-12-18
"17,796",bihar,vaishali,2025-12-18
"17,799",bihar,sitamarhi,2025-12-18
"17,808",bihar,muzaffarpur,2025-12-18
"17,814",bihar,vaishali,2025-12-18
"17,822",bihar,muzaffarpur,2025-12-18
"17,831",bihar,gaya,2025-12-17
"17,834",bihar,muzaffarpur,2025-12-18
"17,852",bihar,sitamarhi,2025-12-18
"17,853",bihar,muzaffarpur,2025-12-18
"17,858",bihar,gaya,2025-12-18
"17,867",bihar,sitamarhi,2025-12-17
"17,886",bihar,rohtas,2025-12-18
"17,887",bihar,gaya,2025-12-18
"17,891",bihar,rohtas,2025-12-18
"17,893",bihar,rohtas,2025-12-18
"17,894",bihar,sitamarhi,2025-12-17
"17,898",bihar,muzaffarpur,2025-12-18
"17,900",bihar,gaya,2025-09-17
"17,901",bihar,muzaffarpur,2025-12-18
"17,915",bihar,gaya,2025-12-18
"17,916",bihar,muzaffarpur,2025-12-18
"17,926",bihar,muzaffarpur,2025-12-17
"17,927",bihar,kaimur,2025-12-17
"17,960",bihar,muzaffarpur,2025-12-18
"17,966",bihar,sitamarhi,2025-12-18
"17,974",bihar,sitamarhi,2025-12-18
"17,979",bihar,vaishali,2025-12-18
"17,981",bihar,sitamarhi,2025-12-18
"17,986",bihar,rohtas,2025-12-18
"17,998",bihar,muzaffarpur,2025-12-18
"18,001",bihar,rohtas,2025-12-18
"18,011",bihar,vaishali,2025-12-18
"18,024",bihar,rohtas,2025-12-18
"18,028",bihar,gaya,2025-12-18
"18,029",bihar,rohtas,2025-12-18
"18,031",bihar,gaya,2025-12-18
"18,032",bihar,gaya,2025-12-17
"18,039",bihar,sitamarhi,2025-12-18
"18,048",bihar,rohtas,2025-12-18
"18,049",bihar,gaya,2025-12-18
"18,068",bihar,muzaffarpur,2025-12-18
"18,072",bihar,gaya,2025-12-18
"18,074",bihar,muzaffarpur,2025-12-18
"18,079",bihar,gaya,2025-12-18
"18,080",bihar,rohtas,2025-12-18
"18,084",bihar,west champaran,2025-12-18
"18,093",bihar,gaya,2025-12-17
"18,096",bihar,rohtas,2025-12-18
"18,109",bihar,gaya,2025-12-18
"18,117",bihar,aurangabad,2025-12-18
"18,128",bihar,muzaffarpur,2025-12-18
"18,141",bihar,gaya,2025-12-18
"18,147",bihar,rohtas,2025-12-18
"18,157",bihar,rohtas,2025-12-18
"18,163",bihar,muzaffarpur,2025-12-18
"18,167",bihar,gaya,2025-12-18
"18,194",bihar,rohtas,2025-03-18
"18,202",bihar,gaya,2025-12-18
"18,209",bihar,gaya,2025-11-18
"18,245",bihar,gaya,2025-12-18
"18,249",bihar,muzaffarpur,2025-12-18
"18,250",bihar,rohtas,2025-12-17
"18,268",bihar,muzaffarpur,2025-12-17
"18,269",bihar,kaimur,2025-12-18
"18,289",bihar,rohtas,2025-12-17
"18,294",bihar,rohtas,2025-11-17
"18,306",bihar,muzaffarpur,2025-12-17
"18,308",bihar,sitamarhi,2025-12-18
"18,311",bihar,rohtas,2025-03-17
"18,313",bihar,kaimur,2025-12-18
"18,318",bihar,rohtas,2025-12-17
"18,320",bihar,muzaffarpur,2025-12-18
"18,324",bihar,rohtas,2025-11-18
"18,330",bihar,rohtas,2025-12-18
"18,351",bihar,patna,2025-12-18
"18,353",bihar,patna,2025-12-18
"18,358",bihar,gaya,2025-12-19
"18,375",bihar,rohtas,2025-12-18
"18,386",bihar,west champaran,2025-12-18
"18,393",bihar,sheohar,2025-12-18
"18,394",bihar,rohtas,2025-12-18
"18,399",bihar,gaya,2025-12-18
"18,400",bihar,gaya,2025-12-18
"18,408",bihar,muzaffarpur,2025-12-17
"18,413",bihar,kaimur,2025-12-18
"18,420",bihar,muzaffarpur,2025-12-18
"18,422",bihar,rohtas,2025-12-18
"18,427",bihar,muzaffarpur,2025-12-18
"18,433",bihar,sitamarhi,2025-12-17
"18,482",bihar,sheohar,2025-12-17
"18,489",bihar,vaishali,2025-12-17
"18,509",bihar,rohtas,2025-12-18
"18,518",bihar,sitamarhi,2025-12-19
"18,519",bihar,sitamarhi,2025-12-17
"18,542",bihar,muzaffarpur,2025-12-19
"18,559",bihar,gaya,2025-12-19
"18,562",bihar,rohtas,2025-12-18
"18,576",bihar,gaya,2025-12-19
"18,580",bihar,rohtas,2025-12-18
"18,582",bihar,rohtas,2025-12-19
"18,595",bihar,rohtas,2025-12-19
"18,596",bihar,gaya,2025-12-19
"18,605",bihar,muzaffarpur,2025-12-19
"18,612",bihar,patna,2025-12-19
"18,614",bihar,gaya,2025-12-19
"18,625",bihar,rohtas,2025-12-19
"18,631",bihar,east champaran,2025-12-19
"18,637",bihar,sitamarhi,2025-12-18
"18,642",bihar,sitamarhi,2025-12-19
"18,649",bihar,muzaffarpur,2025-12-19
"18,664",bihar,sitamarhi,2025-12-18
"18,667",bihar,kaimur,2025-12-19
"18,689",bihar,muzaffarpur,2025-12-19
"18,705",bihar,kaimur,2025-12-19
"18,713",bihar,gaya,2025-12-19
"18,715",bihar,sitamarhi,2025-12-19
"18,726",bihar,sitamarhi,2025-12-19
"18,729",bihar,rohtas,2025-12-19
"18,733",bihar,kaimur,2025-12-19
"18,738",bihar,vaishali,2025-12-19
"18,750",bihar,rohtas,2025-12-19
"18,753",bihar,gaya,2025-12-19
"18,757",bihar,sitamarhi,2025-12-19
"18,765",bihar,vaishali,2025-12-19
"18,768",bihar,muzaffarpur,2025-12-19
"18,799",bihar,gaya,2025-12-19
"18,805",bihar,kaimur,2025-12-19
"18,820",bihar,kaimur,2025-12-19
"18,821",bihar,gaya,2025-12-19
"18,824",bihar,sheohar,2025-12-19
"18,835",bihar,muzaffarpur,2025-12-17
"18,848",bihar,west champaran,2025-12-18
"18,860",bihar,sitamarhi,2025-12-19
"18,862",bihar,gaya,2025-12-19
"18,866",bihar,west champaran,2025-12-19
"18,867",bihar,muzaffarpur,2025-12-19
"18,873",bihar,gaya,2025-12-19
"18,885",bihar,gaya,2025-03-19
"18,895",bihar,gaya,2025-12-19
"18,904",bihar,rohtas,2025-12-19
"18,907",bihar,vaishali,2025-12-19
"18,913",bihar,vaishali,2025-12-19
"18,921",bihar,muzaffarpur,2025-12-19
"18,940",bihar,gaya,2025-12-19
"18,942",bihar,rohtas,2025-12-19
"18,971",bihar,muzaffarpur,2025-12-18
"18,972",bihar,rohtas,2025-12-19
"18,975",bihar,sitamarhi,2025-12-19
"18,987",bihar,muzaffarpur,2025-12-19
"18,989",bihar,rohtas,2025-12-19
"18,992",bihar,muzaffarpur,2025-12-19
"18,993",bihar,west champaran,2025-12-17
"19,003",bihar,gaya,2025-12-19
"19,029",bihar,rohtas,2025-12-19
"19,030",bihar,west champaran,2025-12-19
"19,031",bihar,muzaffarpur,2025-12-18
"19,036",bihar,east champaran,2025-12-19
"19,037",bihar,sitamarhi,2025-12-19
"19,052",bihar,muzaffarpur,2025-12-18
"19,053",bihar,vaishali,2025-12-19
"19,065",bihar,gaya,2025-03-19
"19,074",bihar,muzaffarpur,2025-12-19
"19,077",bihar,muzaffarpur,
"19,086",bihar,muzaffarpur,2025-12-19
"19,091",bihar,muzaffarpur,2025-12-19
"19,108",bihar,muzaffarpur,2025-12-19
"19,128",bihar,rohtas,2025-12-19
"19,159",bihar,rohtas,2025-12-18
"19,163",bihar,kaimur,2025-12-19
"19,170",bihar,kaimur,2025-12-18
"19,187",bihar,muzaffarpur,2025-12-19
"19,209",bihar,vaishali,2025-12-19
"19,214",bihar,vaishali,2025-12-19
"19,223",bihar,sitamarhi,2025-12-19
"19,236",bihar,kaimur,2025-12-20
"19,252",bihar,sitamarhi,2025-12-19
"19,257",bihar,sitamarhi,2025-12-19
"19,261",bihar,patna,2025-12-19
"19,273",bihar,west champaran,2025-12-18
"19,283",bihar,muzaffarpur,2025-12-18
"19,289",bihar,rohtas,2025-12-20
"19,302",bihar,gaya,2025-12-17
"19,312",bihar,muzaffarpur,2025-12-20
"19,321",bihar,muzaffarpur,2025-12-20
"19,335",bihar,sitamarhi,2025-12-20
"19,337",bihar,rohtas,2025-12-20
"19,338",bihar,gaya,2025-12-20
"19,346",bihar,rohtas,2025-12-20
"19,363",bihar,rohtas,2025-12-20
"19,367",bihar,gaya,2025-12-20
"19,377",bihar,sitamarhi,2025-12-19
"19,381",bihar,gaya,2025-12-20
"19,403",bihar,muzaffarpur,2025-04-22
"19,408",bihar,muzaffarpur,2025-12-19
"19,410",bihar,rohtas,2025-12-18
"19,415",bihar,sitamarhi,2025-12-20
"19,416",bihar,gaya,2025-12-20
"19,417",bihar,gaya,2025-12-20
"19,419",bihar,west champaran,2025-12-20
"19,433",bihar,gaya,2025-12-19
"19,439",bihar,patna,2025-12-19
"19,445",bihar,muzaffarpur,2025-12-20
"19,470",bihar,gaya,2025-12-20
"19,478",bihar,rohtas,2025-12-18
"19,479",bihar,muzaffarpur,2025-12-20
"19,480",bihar,muzaffarpur,2025-12-20
"19,485",bihar,vaishali,2025-12-20
"19,486",bihar,gaya,2025-12-20
"19,491",bihar,sitamarhi,2025-12-20
"19,501",bihar,rohtas,2025-12-20
"19,505",bihar,sitamarhi,2025-12-20
"19,506",bihar,muzaffarpur,2025-12-20
"19,510",bihar,west champaran,2025-12-20
"19,516",bihar,rohtas,2025-12-20
"19,520",bihar,rohtas,2025-12-19
"19,527",bihar,rohtas,2025-12-20
"19,529",bihar,rohtas,2025-12-20
"19,534",bihar,sitamarhi,2025-12-20
"19,541",bihar,west champaran,2025-12-19
"19,550",bihar,vaishali,2025-12-19
"19,551",bihar,west champaran,2025-12-20
"19,552",bihar,gaya,2025-12-20
"19,567",bihar,rohtas,2025-12-20
"19,570",bihar,sitamarhi,2025-12-20
"19,576",bihar,sitamarhi,2025-12-20
"19,587",bihar,muzaffarpur,2025-12-20
"19,589",bihar,sitamarhi,2025-12-20
"19,590",bihar,gaya,2025-12-20
"19,594",bihar,gaya,2025-12-20
"19,605",bihar,rohtas,2025-12-20
"19,608",bihar,sitamarhi,2025-12-19
"19,610",bihar,kaimur,2025-12-18
"19,629",bihar,gaya,2025-12-20
"19,633",bihar,gaya,2025-12-19
"19,639",bihar,west champaran,2025-12-20
"19,663",bihar,muzaffarpur,2025-12-20
"19,669",bihar,east champaran,2025-12-19
"19,676",bihar,kaimur,2025-12-20
"19,699",bihar,kaimur,2025-12-20
"19,700",bihar,gaya,2025-12-20
"19,704",bihar,sitamarhi,2025-12-20
"19,707",bihar,rohtas,2025-12-20
"19,723",bihar,kaimur,2025-12-20
"19,725",bihar,sitamarhi,2025-12-20
"19,733",bihar,gaya,2025-12-20
"19,740",bihar,muzaffarpur,2025-12-20
"19,741",bihar,west champaran,20 December 2020
"19,743",bihar,muzaffarpur,2025-12-20
"19,751",bihar,kaimur,2025-12-20
"19,763",bihar,rohtas,2025-12-19
"19,765",bihar,kaimur,2025-12-20
"19,770",bihar,west champaran,2025-12-20
"19,777",bihar,rohtas,2025-12-20
"19,785",bihar,vaishali,2025-12-20
"19,795",bihar,sitamarhi,2025-12-20
"19,802",bihar,kaimur,2025-12-20
"19,804",bihar,gaya,2025-12-20
"19,806",bihar,patna,2025-12-20
"19,817",bihar,east champaran,2025-12-20
"19,818",bihar,east champaran,2025-12-20
"19,821",bihar,muzaffarpur,2025-12-20
"19,823",bihar,sitamarhi,2025-12-20
"19,827",bihar,west champaran,2025-12-20
"19,840",bihar,east champaran,2025-12-20
"19,841",bihar,rohtas,2025-12-20
"19,856",bihar,rohtas,2025-12-20
"19,883",bihar,kaimur,2025-12-18
"19,886",bihar,rohtas,2025-12-20
"19,887",bihar,gaya,2025-12-20
"19,911",bihar,sitamarhi,2025-12-20
"19,915",bihar,kaimur,2025-12-21
"19,923",bihar,gaya,2025-12-20
"19,925",bihar,gaya,2025-12-20
"19,928",bihar,rohtas,2025-12-20
"19,931",bihar,gaya,2025-12-20
"19,934",bihar,sheohar,2025-04-22
"19,940",bihar,gaya,2025-12-19
"19,942",bihar,gaya,2025-12-19
"19,949",bihar,kaimur,2025-12-18
"19,954",bihar,gaya,2025-12-20
"19,978",bihar,gaya,2025-12-18
"19,980",bihar,rohtas,2025-12-20
"19,981",bihar,gaya,2025-12-20
"19,987",bihar,gaya,2025-12-20
"19,990",bihar,sitamarhi,2025-12-19
"20,009",bihar,muzaffarpur,2025-12-21
"20,014",bihar,west champaran,2025-12-20
"20,027",bihar,gaya,2025-12-20
"20,031",bihar,gaya,2025-12-19
"20,039",bihar,sitamarhi,2025-12-20
"20,042",bihar,gaya,2025-12-20
"20,056",bihar,kaimur,2025-12-21
"20,059",bihar,kaimur,2025-12-21
"20,072",bihar,west champaran,2025-12-19
"20,076",bihar,sitamarhi,2025-12-21
"20,091",bihar,muzaffarpur,2025-12-21
"20,107",bihar,sitamarhi,2025-12-19
"20,112",bihar,rohtas,2025-12-21
"20,114",bihar,muzaffarpur,2025-12-21
"20,122",bihar,rohtas,2025-12-21
"20,127",bihar,muzaffarpur,2025-12-21
"20,132",bihar,west champaran,2025-12-21
